id,no answer,very important,quite important,not important,not at all important
339,0,0.57,0.31,0.1,0.02
340,0.01,0.34,0.49,0.14,0.02
341,0,0.3,0.49,0.18,0.03
342,0.01,0.62,0.29,0.08,0
343,0.01,0.29,0.52,0.16,0.02
344,0,0.48,0.35,0.13,0.04
345,0.01,0.28,0.43,0.21,0.07
346,0,0.29,0.29,0.28,0.14
347,0.05,0.08,0.11,0.36,0.4
348,0.02,0.53,0.35,0.05,0.05
349,0.01,0.23,0.53,0.17,0.06
350,0.03,0.42,0.38,0.12,0.05
351,0.02,0.16,0.53,0.22,0.07
352,0,0.48,0.45,0.06,0.01
353,0.02,0.45,0.44,0.07,0.02
354,0.01,0.05,0.07,0.35,0.52
355,0,0.44,0.44,0.1,0.02
356,0.01,0.12,0.3,0.36,0.21
357,0.01,0.51,0.31,0.13,0.04
358,0.02,0.42,0.37,0.15,0.04
359,0.03,0.68,0.2,0.05,0.04
360,0,0.6,0.33,0.06,0.01
361,0.02,0.45,0.47,0.03,0.03
362,0.06,0.41,0.34,0.14,0.05
363,0.01,0.54,0.36,0.06,0.03
364,0,0.2,0.53,0.2,0.07
365,0.02,0.54,0.33,0.1,0.01
366,0.05,0.29,0.41,0.2,0.05
367,0,0.02,0.23,0.46,0.29
368,0,0.37,0.43,0.17,0.03
369,0.01,0.56,0.36,0.06,0.01
370,0,0.32,0.43,0.18,0.07
371,0.01,0.44,0.34,0.18,0.03
372,0.01,0.3,0.46,0.2,0.03
373,0.01,0.52,0.35,0.09,0.03
374,0.04,0.29,0.3,0.25,0.12
375,0.01,0.07,0.21,0.37,0.34
376,0.03,0.22,0.36,0.27,0.12
377,0.02,0.34,0.56,0.06,0.02
378,0.01,0.25,0.56,0.15,0.03
379,0.01,0.29,0.51,0.16,0.03
380,0.02,0.1,0.42,0.25,0.21
381,0.01,0.23,0.56,0.2,0
382,0.02,0.11,0.3,0.36,0.21
383,0.01,0.5,0.36,0.09,0.04
384,0.03,0.09,0.35,0.35,0.18
385,0,0.63,0.28,0.08,0.01
386,0.02,0.17,0.32,0.34,0.15
387,0.05,0.11,0.25,0.36,0.23
388,0.02,0.14,0.6,0.2,0.04
389,0.03,0.19,0.39,0.28,0.11
390,0,0.3,0.4,0.19,0.11
391,0,0.2,0.35,0.29,0.16
392,0,0.14,0.59,0.21,0.06
393,0.01,0.21,0.37,0.3,0.11
394,0,0.55,0.36,0.09,0
395,0,0.16,0.38,0.28,0.18
396,0.02,0.54,0.42,0.02,0
397,0,0.49,0.37,0.1,0.04
398,0,0.32,0.39,0.15,0.14
399,0.02,0.19,0.28,0.39,0.12
400,0,0.49,0.43,0.04,0.04
401,0.01,0.26,0.39,0.25,0.09
402,0,0.46,0.4,0.12,0.02
403,0.02,0.45,0.42,0.1,0.01
404,0.04,0.32,0.36,0.15,0.13
405,0.01,0.39,0.34,0.16,0.1
406,0.03,0.3,0.39,0.21,0.07
407,0.02,0.38,0.39,0.17,0.04
408,0.03,0.12,0.37,0.36,0.12
409,0.02,0.35,0.45,0.15,0.03
410,0,0.68,0.28,0.03,0.01
411,0.01,0.45,0.32,0.16,0.06
412,0.03,0.08,0.16,0.34,0.39
413,0,0.67,0.27,0.03,0.03
414,0.02,0.19,0.47,0.2,0.12
415,0.03,0.29,0.28,0.25,0.15
416,0.01,0.34,0.53,0.08,0.04
417,0.05,0.13,0.39,0.31,0.12
418,0,0.55,0.36,0.07,0.02
419,0,0.19,0.34,0.34,0.13
420,0,0.25,0.35,0.24,0.16
421,0.01,0.34,0.39,0.2,0.06
422,0,0.26,0.47,0.19,0.08
423,0.01,0.51,0.41,0.05,0.02
424,0.04,0.29,0.51,0.13,0.03
425,0.06,0.33,0.35,0.21,0.05
426,0.01,0.4,0.43,0.13,0.03
427,0,0.4,0.48,0.1,0.02
428,0,0.43,0.44,0.08,0.05
429,0.03,0.15,0.31,0.25,0.26
430,0.01,0.6,0.29,0.05,0.05
431,0.01,0.6,0.3,0.07,0.02
432,0.02,0.07,0.34,0.38,0.19
433,0.05,0.11,0.29,0.27,0.28
434,0,0.66,0.31,0.02,0.01
435,0.01,0.36,0.39,0.22,0.02
436,0.05,0.24,0.4,0.23,0.08
437,0.03,0.09,0.29,0.34,0.25
438,0,0.54,0.41,0.05,0
439,0.03,0.35,0.28,0.23,0.11
440,0.02,0.34,0.21,0.21,0.22
441,0.01,0.39,0.37,0.17,0.06
442,0.01,0.12,0.43,0.28,0.16
443,0.01,0.39,0.51,0.07,0.02
444,0,0.36,0.48,0.13,0.03
445,0,0.58,0.33,0.06,0.03
446,0,0.61,0.29,0.06,0.04
447,0.02,0.12,0.31,0.44,0.11
448,0.04,0.18,0.27,0.34,0.17
449,0.03,0.44,0.44,0.05,0.04
450,0.02,0.45,0.47,0.06,0
451,0,0.64,0.27,0.07,0.02
452,0.02,0.27,0.48,0.19,0.04
453,0.01,0.24,0.52,0.2,0.03
454,0,0.25,0.43,0.24,0.08
455,0.02,0.25,0.37,0.27,0.09
456,0,0.48,0.35,0.14,0.03
457,0.01,0.36,0.52,0.08,0.03
458,0.01,0.29,0.45,0.18,0.07
459,0,0.59,0.31,0.09,0.01
460,0.01,0.41,0.35,0.17,0.06
461,0.01,0.25,0.57,0.13,0.04
462,0.01,0.5,0.45,0.02,0.02
463,0.01,0.42,0.47,0.08,0.02
464,0.02,0.44,0.29,0.2,0.05
465,0.02,0.37,0.43,0.14,0.04
466,0.01,0.45,0.36,0.1,0.08
467,0.01,0.44,0.42,0.08,0.05
468,0.01,0.37,0.52,0.09,0.01
469,0,0.52,0.41,0.07,0
470,0.06,0.23,0.37,0.28,0.06
471,0.02,0.07,0.15,0.46,0.3
472,0,0.45,0.36,0.13,0.06
473,0.04,0.28,0.35,0.18,0.15
474,0.06,0.25,0.6,0.07,0.02
475,0.01,0.32,0.57,0.06,0.04
476,0.02,0.58,0.26,0.13,0.01
477,0,0.26,0.48,0.2,0.06
478,0.02,0.38,0.3,0.2,0.1
479,0.01,0.31,0.36,0.26,0.06
480,0,0.12,0.55,0.27,0.06
481,0.02,0.34,0.41,0.17,0.06
482,0.01,0.26,0.58,0.12,0.03
483,0,0.55,0.4,0.04,0.01
484,0,0.04,0.05,0.36,0.55
485,0,0.42,0.51,0.06,0.01
486,0.02,0.31,0.47,0.12,0.08
487,0,0.4,0.48,0.11,0.01
488,0.03,0.22,0.54,0.17,0.04
489,0,0.4,0.52,0.07,0.01
490,0.01,0.52,0.36,0.1,0.01
491,0.01,0.44,0.36,0.15,0.04
492,0.02,0.3,0.54,0.13,0.01
493,0.02,0.22,0.25,0.35,0.16
494,0.05,0.07,0.21,0.4,0.27
495,0.01,0.14,0.37,0.37,0.11
496,0.01,0.22,0.4,0.27,0.1
497,0.03,0.29,0.3,0.26,0.12
498,0,0.61,0.32,0.06,0.01
499,0.01,0.3,0.57,0.1,0.02
500,0.02,0.15,0.58,0.22,0.03
501,0,0.45,0.43,0.09,0.03
502,0.01,0.13,0.57,0.21,0.08
503,0.05,0.3,0.35,0.27,0.03
504,0.02,0.43,0.39,0.15,0.01
505,0.01,0.43,0.42,0.11,0.03
506,0.01,0.39,0.42,0.16,0.02
507,0.02,0.48,0.38,0.1,0.02
508,0,0.66,0.26,0.06,0.02
509,0.01,0.53,0.37,0.06,0.03
510,0.04,0.38,0.4,0.15,0.03
511,0.01,0.43,0.52,0.04,0
512,0.03,0.12,0.48,0.3,0.07
513,0.02,0.33,0.48,0.14,0.03
514,0.01,0.18,0.52,0.24,0.05
515,0.02,0.06,0.14,0.42,0.36
516,0.01,0.33,0.52,0.12,0.02
517,0.01,0.27,0.56,0.13,0.03
518,0,0.5,0.41,0.06,0.03
519,0.03,0.5,0.37,0.08,0.02
520,0.01,0.3,0.54,0.11,0.04
521,0,0.29,0.43,0.25,0.03
522,0,0.49,0.42,0.07,0.02
523,0.02,0.45,0.36,0.11,0.06
524,0.03,0.17,0.5,0.18,0.12
525,0.09,0.18,0.31,0.31,0.11
526,0.02,0.55,0.31,0.06,0.06
527,0.01,0.36,0.44,0.16,0.03
528,0,0.36,0.51,0.08,0.05
529,0.1,0.09,0.2,0.3,0.31
530,0.02,0.15,0.5,0.25,0.08
531,0,0.17,0.4,0.37,0.06
532,0.02,0.61,0.29,0.03,0.05
533,0,0.5,0.41,0.09,0
534,0.03,0.2,0.5,0.23,0.04
535,0.01,0.36,0.5,0.1,0.03
536,0.01,0.48,0.42,0.07,0.02
537,0.01,0.4,0.46,0.11,0.02
538,0.01,0.33,0.46,0.16,0.04
539,0,0.39,0.43,0.18,0
540,0.01,0.47,0.4,0.1,0.02
541,0.04,0.19,0.48,0.21,0.08
542,0,0.27,0.4,0.25,0.08
543,0.02,0.18,0.46,0.25,0.09
544,0.03,0.38,0.48,0.1,0.01
545,0.01,0.4,0.48,0.09,0.02
546,0.02,0.14,0.35,0.33,0.16
547,0.02,0.24,0.31,0.36,0.07
548,0,0.41,0.48,0.1,0.01
549,0,0.06,0.12,0.49,0.33
550,0.05,0.05,0.17,0.43,0.3
551,0,0.4,0.51,0.09,0
552,0,0.51,0.41,0.06,0.02
553,0,0.26,0.46,0.25,0.03
554,0.03,0.39,0.46,0.1,0.02
555,0.01,0.24,0.34,0.26,0.15
556,0.03,0.37,0.4,0.15,0.05
557,0.02,0.43,0.44,0.1,0.01
558,0.03,0.19,0.44,0.24,0.1
559,0.04,0.19,0.27,0.32,0.18
560,0,0.61,0.33,0.05,0.01
561,0.01,0.29,0.55,0.12,0.03
562,0.01,0.3,0.56,0.13,0
563,0.02,0.37,0.43,0.14,0.04
564,0.01,0.58,0.33,0.07,0.01
565,0,0.63,0.3,0.07,0
566,0.03,0.59,0.35,0.03,0
567,0.01,0.47,0.37,0.11,0.04
568,0,0.58,0.34,0.04,0.04
569,0.01,0.64,0.28,0.06,0.01
570,0.01,0.49,0.38,0.1,0.02
571,0.02,0.32,0.52,0.08,0.06
572,0.01,0.53,0.31,0.11,0.04
573,0.01,0.52,0.4,0.06,0.01
574,0.03,0.45,0.38,0.13,0.01
575,0.01,0.19,0.39,0.35,0.06
576,0.01,0.49,0.43,0.04,0.03
577,0,0.51,0.4,0.08,0.01
578,0.02,0.3,0.47,0.2,0.01
579,0,0.11,0.29,0.46,0.14
580,0,0.08,0.32,0.43,0.17
581,0.04,0.32,0.32,0.18,0.14
582,0.02,0.29,0.31,0.21,0.17
583,0.02,0.28,0.41,0.26,0.03
584,0.02,0.2,0.56,0.18,0.04
585,0.02,0.08,0.25,0.5,0.15
586,0.02,0.28,0.52,0.14,0.04
587,0,0.67,0.26,0.04,0.03
588,0.02,0.46,0.39,0.11,0.02
589,0,0.5,0.42,0.08,0
590,0.01,0.13,0.24,0.38,0.24
591,0,0.4,0.41,0.15,0.04
592,0.01,0.21,0.42,0.24,0.12
593,0.03,0.38,0.37,0.12,0.1
594,0.02,0.2,0.35,0.34,0.09
595,0.04,0.35,0.28,0.25,0.08
596,0.02,0.28,0.23,0.34,0.13
597,0,0.41,0.38,0.17,0.04
598,0.04,0.05,0.25,0.36,0.3
599,0.01,0.06,0.31,0.44,0.18
600,0.01,0.38,0.44,0.14,0.03
601,0.02,0.28,0.45,0.19,0.06
602,0.01,0.35,0.46,0.14,0.04
603,0.02,0.21,0.35,0.26,0.16
604,0.01,0.48,0.43,0.07,0.01
605,0.04,0.28,0.4,0.17,0.11
606,0.03,0.22,0.3,0.27,0.18
607,0.04,0.29,0.41,0.19,0.07
608,0.01,0.42,0.46,0.1,0.01
609,0,0.51,0.41,0.05,0.03
610,0.01,0.27,0.3,0.36,0.06
611,0.02,0.31,0.48,0.16,0.03
612,0,0.47,0.44,0.07,0.02
613,0.06,0.26,0.35,0.24,0.09
614,0.01,0.35,0.41,0.11,0.12
615,0.05,0.43,0.39,0.13,0
616,0.02,0.21,0.38,0.28,0.11
617,0.01,0.22,0.3,0.32,0.15
618,0.01,0.41,0.43,0.15,0
619,0.01,0.11,0.47,0.21,0.2
620,0,0.09,0.44,0.27,0.2
621,0.02,0.46,0.4,0.12,0
622,0,0.35,0.47,0.16,0.02
623,0.01,0.35,0.5,0.13,0.01
624,0,0.33,0.41,0.21,0.05
625,0.02,0.59,0.34,0.04,0.01
626,0,0.36,0.41,0.18,0.05
627,0.01,0.28,0.46,0.18,0.07
628,0.01,0.6,0.31,0.07,0.01
629,0.05,0.44,0.42,0.07,0.02
630,0.01,0.27,0.43,0.23,0.06
631,0.01,0.27,0.51,0.17,0.04
632,0,0.5,0.35,0.11,0.04
633,0.02,0.22,0.45,0.21,0.1
634,0.02,0.41,0.41,0.1,0.06
635,0.04,0.31,0.49,0.12,0.04
636,0.01,0.31,0.52,0.12,0.04
637,0.02,0.33,0.37,0.22,0.06
638,0.03,0.27,0.38,0.23,0.09
639,0,0.32,0.52,0.1,0.06
640,0.01,0.45,0.48,0.05,0.01
641,0.01,0.26,0.44,0.23,0.06
642,0.01,0.35,0.5,0.13,0.01
643,0.01,0.59,0.34,0.05,0.01
644,0.01,0.46,0.43,0.09,0.01
645,0.01,0.4,0.42,0.14,0.03
646,0.04,0.12,0.25,0.42,0.17
647,0,0.5,0.41,0.06,0.03
648,0.01,0.31,0.51,0.14,0.03
649,0.01,0.36,0.41,0.17,0.05
650,0,0.2,0.44,0.24,0.12
651,0,0.45,0.47,0.04,0.04
