id,no answer,very important,quite important,not important,not at all important
596,0,0.0852,0.7812,0,0.1336
597,0,1,0,0,0
598,0,0,0.848,0.0004,0.1516
599,0,0.0026,0.3345,0.6628,0
600,0.0012,0.9761,0.0169,0.0058,0
601,0,0.0061,0.9936,0.0003,0
602,0,0.4852,0.5148,0,0
603,0,0,0.9998,0,0.0002
604,0,1,0,0,0
605,0,0,1,0,0
606,0,0,0.034,0.966,0
607,0,0.999,0.0003,0.0007,0
608,0,1,0,0,0
609,0,1,0,0,0
610,0,1,0,0,0
611,0,0.9941,0.0059,0,0
612,0,0.8106,0.1894,0,0
613,0.0003,0.001,0.7961,0.2021,0.0005
614,0,0.0049,0.9858,0.0093,0
615,0,0.9992,0.0008,0,0
616,0,0,0.9996,0.0004,0
617,0,0.0325,0.0012,0.2972,0.6691
618,0,1,0,0,0
619,0,0.0332,0.9668,0,0
620,0.0182,0,0.0188,0.9048,0.0581
621,0,0.7627,0.2373,0,0
622,0,0.0012,0.9988,0,0
623,0,0.043,0.957,0,0
624,0,0.0007,0.4934,0.5059,0
625,0,1,0,0,0
626,0,0.0002,0.9998,0,0
627,0,0.9998,0,0.0002,0
628,0,0.9997,0.0003,0,0
629,0,0.7338,0.2662,0,0
630,0,0.815,0.185,0,0
631,0,0,1,0,0
632,0,0.0036,0.9964,0,0
633,0,0.1518,0.8476,0.0006,0
634,0,1,0,0,0
635,0,0.9276,0.0724,0,0
636,0,0.9994,0.0006,0,0
637,0,1,0,0,0
638,0,0.0673,0.9327,0,0
639,0,0.9912,0.0088,0,0
640,0,0.994,0.006,0,0
641,0,0,0.9993,0.0007,0
642,0,0.0147,0.9853,0,0
643,0,1,0,0,0
644,0,0.0396,0.9604,0,0
645,0,0.9998,0.0002,0,0
646,0,0,0.0006,0.9994,0
647,0,1,0,0,0
648,0,0.9816,0.0184,0,0
649,0,0.0322,0.9678,0,0
650,0,0,0.0891,0.9109,0
651,0,0.9995,0.0004,0.0001,0
652,0.0032,0.6611,0.3356,0,0.0001
653,0,1,0,0,0
654,0,1,0,0,0
655,0,0.0026,0.997,0.0001,0.0003
656,0,0,0.0041,0.008,0.9879
657,0,0.0505,0.9495,0,0
658,0,0.2096,0.7789,0.0115,0
659,0,0.1684,0.8316,0,0
660,0,0.5827,0.4173,0,0
661,0,0.0011,0.9989,0,0
662,0,0,1,0,0
663,0,1,0,0,0
664,0,1,0,0,0
665,0,0.8413,0.1587,0,0
666,0,1,0,0,0
667,0,0.9999,0.0001,0,0
668,0,0.836,0.164,0,0
669,0,0.0036,0.0036,0.9927,0
670,0,0.0546,0.9454,0,0
671,0,0.2506,0.7421,0.0025,0.0048
672,0,1,0,0,0
673,0,0.3044,0.6956,0,0
674,0,0.0018,0,0.9949,0.0033
675,0,0,0.061,0.9364,0.0026
676,0,0.9999,0.0001,0,0
677,0,0.9999,0.0001,0,0
678,0,0.0002,0.9998,0,0
679,0,0,0.997,0.003,0
680,0,0.9987,0.0006,0.0007,0
681,0.3176,0.0084,0.6727,0.0012,0
682,0,0.7463,0.2536,0,0.0001
683,0,0.9085,0.0915,0.0001,0
684,0,0.2299,0.7691,0.0011,0
685,0,0.4197,0.5803,0,0
686,0.0014,0.9975,0.0001,0.001,0
687,0,0.6942,0.3036,0.0022,0
688,0.27,0,0.4969,0.2327,0.0005
689,0,0.9889,0.0111,0,0
690,0,1,0,0,0
691,0,0.0002,0.9998,0,0
692,0.0007,0,0.9993,0,0
693,0,0.9931,0.0069,0,0
694,0,0.006,0,0.0271,0.9668
695,0,0.3914,0.6086,0,0
696,0,0.9979,0.0021,0,0
697,0,0,0,0.0006,0.9994
698,0,0.9958,0.0042,0,0
699,0,0,0.9453,0.0547,0
700,0,0.0091,0.9909,0,0
701,0,0,1,0,0
702,0,1,0,0,0
703,0,0.9618,0.0382,0,0
704,0,0.0033,0.9967,0,0
705,0,0.992,0.008,0,0
706,0,0.0002,0.9998,0,0
707,0.0001,0.0005,0.0005,0.9875,0.0114
708,0,0.9999,0.0001,0,0
709,0,0,0.0001,0.9998,0.0001
710,0,0,0,1,0
711,0,0.8782,0.1218,0,0
712,0,0.0323,0.9677,0,0
713,0,0.0059,0.9939,0.0003,0
714,0,0.0089,0.9874,0.0007,0.0029
715,0,0.9999,0.0001,0,0
716,0,0.1159,0.8841,0,0
717,0,0,0,0.9994,0.0006
718,0,1,0,0,0
719,0,1,0,0,0
720,0,1,0,0,0
721,0,1,0,0,0
722,0,0.36,0.64,0,0
723,0,0.5633,0.4367,0,0
724,0,0,0.1068,0.847,0.0463
725,0,1,0,0,0
726,0,0.0958,0.9014,0.0021,0.0006
727,0,0.0006,0.9992,0.0001,0
728,0,1,0,0,0
729,0,0.9998,0.0002,0,0
730,0,1,0,0,0
731,0,0.9987,0.0013,0,0
732,0,0,1,0,0
733,0,0,0,0,1
734,0,0.0001,0.9984,0.0014,0
735,0,0,0.9999,0.0001,0
736,0,0.9074,0.0133,0.0793,0
737,0,0.0522,0.9478,0,0
738,0.0156,0.0958,0.8839,0.0046,0
739,0,0,1,0,0
740,0,0,0.5282,0.4718,0
741,0,0,1,0,0
742,0,0,0,1,0
743,0,0.0011,0.9989,0,0
744,0,0,1,0,0
745,0,0,0.4169,0.5831,0
746,0,1,0,0,0
747,0,0.9994,0.0006,0,0
748,0,0.4431,0.5569,0,0
749,0,0.0373,0.9627,0,0
750,0,1,0,0,0
751,0,1,0,0,0
752,0,0.0019,0.998,0,0
753,0,1,0,0,0
754,0,0,0,1,0
755,0,0,1,0,0
756,0,0.9999,0.0001,0,0
757,0,0.8221,0.1775,0,0.0004
758,0,0.9847,0.0153,0,0
759,0,0,0,1,0
760,0,0.9972,0.0028,0,0
761,0,0.937,0.063,0,0
762,0,0.9984,0.0016,0,0
763,0,1,0,0,0
764,0,0,1,0,0
765,0.0043,0.0023,0.0066,0.0034,0.9833
766,0,0.7608,0.2392,0,0
767,0,0.9861,0.0139,0,0
768,0,0.9998,0.0002,0,0
769,0,0,0,1,0
770,0,0.9999,0.0001,0,0
771,0,0,0.1451,0.8549,0
772,0.0004,0.0008,0.9984,0.0003,0
773,0,0.9747,0.0253,0,0
774,0,0.1503,0.0053,0,0.8444
775,0,1,0,0,0
776,0,0.7182,0.2777,0.0041,0
777,0,0.1931,0.8069,0,0
778,0,1,0,0,0
779,0.0001,0.97,0.0152,0.007,0.0077
780,0,0.005,0.995,0,0
781,0,1,0,0,0
782,0,0.0134,0.0018,0.012,0.9728
783,0,0,1,0,0
784,0,1,0,0,0
785,0,0.0218,0.9156,0.002,0.0606
786,0.0047,0.273,0.1331,0.589,0.0003
787,0,0,0.0059,0.0025,0.9916
788,0,0,0,0,1
789,0,0.9799,0.0201,0,0
790,0,0.996,0.004,0,0
791,1,0,0,0,0
792,0,0.9402,0.0598,0,0
793,0,0,1,0,0
794,0,0,0.9903,0.0097,0
795,0,0,0.774,0.226,0
796,0,0,0,0.0068,0.9932
797,0,1,0,0,0
798,0,0,0,0,1
