id,no answer,very important,quite important,not important,not at all important
42,0.0013,0.7336,0.1941,0.0418,0.0291
43,0.0044,0.6564,0.3189,0.0193,0.001
44,0.0045,0.6804,0.2881,0.0247,0.0023
45,0.0185,0.2187,0.5856,0.1408,0.0363
46,0.0041,0.587,0.3795,0.0284,0.001
47,0.0009,0.5127,0.4681,0.0172,0.0011
48,0.0006,0.456,0.4957,0.0445,0.0032
49,0.0371,0.5998,0.3469,0.016,0.0003
50,0.0136,0.688,0.2793,0.0184,0.0007
51,0.0019,0.3426,0.4956,0.1285,0.0314
52,0.003,0.7324,0.2457,0.0174,0.0014
53,0.0098,0.1307,0.6445,0.1913,0.0236
54,0.0008,0.4702,0.4583,0.0566,0.0141
55,0.0013,0.77,0.215,0.0132,0.0005
56,0.0108,0.5032,0.4127,0.0695,0.0039
57,0.0011,0.6714,0.2984,0.0275,0.0016
58,0.0062,0.2081,0.5362,0.1863,0.0633
59,0.0051,0.5774,0.3679,0.0469,0.0027
60,0.0002,0.9304,0.0683,0.0011,0
61,0.004,0.084,0.5304,0.3133,0.0682
62,0.0042,0.1903,0.634,0.1527,0.0188
63,0.004,0.4925,0.4508,0.048,0.0046
64,0.0012,0.5356,0.3898,0.0677,0.0056
65,0.0162,0.3997,0.4887,0.092,0.0034
66,0.0181,0.2513,0.5306,0.1699,0.0301
67,0.027,0.2753,0.496,0.1943,0.0075
68,0.0074,0.4873,0.4465,0.0539,0.005
69,0.0126,0.1669,0.5123,0.276,0.0323
70,0.0008,0.7814,0.1859,0.0287,0.0032
71,0.0046,0.5419,0.3926,0.0534,0.0075
72,0.0083,0.6578,0.3228,0.011,0.0002
73,0.0074,0.2632,0.5834,0.1295,0.0164
74,0.0027,0.593,0.3539,0.0455,0.005
75,0.0345,0.4111,0.4675,0.0851,0.0017
76,0.0044,0.8326,0.1587,0.0042,0.0001
77,0.0101,0.3746,0.5343,0.0738,0.0073
78,0.0022,0.8484,0.1446,0.0048,0.0001
79,0.0199,0.662,0.2933,0.0236,0.0013
80,0.0009,0.4591,0.4748,0.0616,0.0036
81,0.0007,0.8028,0.1912,0.0052,0.0002
82,0.0029,0.4579,0.4234,0.0947,0.021
83,0.0193,0.9133,0.0657,0.0017,0.0001
84,0.0463,0.4591,0.2491,0.2124,0.0331
85,0.0005,0.576,0.3564,0.0553,0.0118
86,0.0063,0.6084,0.3648,0.0196,0.0008
87,0.0007,0.8547,0.14,0.0045,0.0001
88,0.0043,0.0258,0.3015,0.5374,0.131
89,0.007,0.4299,0.3416,0.1954,0.0261
90,0.0002,0.4682,0.5104,0.0209,0.0003
91,0.0032,0.2357,0.6122,0.1308,0.0181
92,0.0045,0.248,0.4909,0.2271,0.0294
93,0.0763,0.3392,0.3724,0.1799,0.0321
94,0.0069,0.5381,0.3836,0.0538,0.0176
95,0.0003,0.678,0.3143,0.0071,0.0003
96,0.0049,0.1642,0.3356,0.3674,0.1279
97,0.0031,0.4483,0.4941,0.0516,0.0029
98,0.0012,0.036,0.256,0.4412,0.2656
99,0.0086,0.5385,0.4177,0.0335,0.0016
100,0.0018,0.766,0.2246,0.0073,0.0004
101,0.0247,0.24,0.5606,0.1481,0.0266
102,0.0085,0.2593,0.4405,0.2504,0.0412
103,0.004,0.0332,0.2295,0.5348,0.1986
104,0.0033,0.0035,0.0387,0.3566,0.5978
105,0.001,0.9299,0.0673,0.0018,0
106,0.0097,0.3437,0.5051,0.1098,0.0317
107,0.0017,0.7357,0.2568,0.0057,0.0001
108,0.0033,0.6062,0.3675,0.0207,0.0023
109,0.0094,0.3284,0.5457,0.1011,0.0154
110,0.0009,0.3221,0.5871,0.0815,0.0084
111,0.0016,0.7927,0.198,0.0073,0.0004
112,0.0024,0.4035,0.5611,0.0317,0.0013
113,0.0023,0.1746,0.7282,0.0845,0.0105
114,0.0075,0.3236,0.5041,0.151,0.0138
115,0.0009,0.7924,0.2008,0.0059,0.0001
116,0.0097,0.0324,0.374,0.4494,0.1345
117,0.006,0.0712,0.4386,0.3987,0.0856
118,0.002,0.5668,0.337,0.0865,0.0077
119,0.0028,0.0254,0.2987,0.3779,0.2952
120,0.0016,0.7207,0.2726,0.0047,0.0004
121,0.0175,0.3303,0.5914,0.0584,0.0024
122,0.0046,0.0146,0.1485,0.528,0.3043
123,0.0122,0.056,0.5607,0.3334,0.0376
124,0.0045,0.1797,0.4745,0.2629,0.0785
125,0.0014,0.7229,0.2476,0.025,0.0031
126,0.0089,0.1722,0.4476,0.3241,0.0472
127,0.0011,0.7064,0.2676,0.0234,0.0015
128,0.0006,0.7897,0.1943,0.014,0.0015
129,0.0079,0.206,0.6604,0.1177,0.008
130,0.0021,0.1206,0.6317,0.2025,0.043
131,0.0065,0.1664,0.5624,0.1659,0.0987
132,0.0031,0.5931,0.3915,0.0119,0.0004
133,0.0073,0.3442,0.4062,0.2124,0.0298
134,0.0035,0.6651,0.2744,0.0411,0.0159
135,0.0032,0.4825,0.491,0.0218,0.0016
136,0.0729,0.1788,0.3028,0.2539,0.1915
137,0.009,0.3179,0.6175,0.0529,0.0027
138,0.0814,0.0222,0.165,0.4469,0.2845
139,0.0241,0.2954,0.4633,0.1828,0.0344
140,0.0023,0.3038,0.6371,0.0521,0.0047
141,0.0144,0.494,0.4005,0.0805,0.0107
142,0.0006,0.5435,0.418,0.0349,0.0029
143,0.0398,0.408,0.4737,0.0688,0.0098
144,0.0014,0.5268,0.4555,0.0162,0.0001
145,0.0108,0.0451,0.4174,0.4239,0.1029
146,0.0013,0.3106,0.5438,0.1171,0.0273
147,0.0303,0.2769,0.5741,0.1069,0.0118
148,0.0225,0.154,0.5282,0.2536,0.0417
149,0.0004,0.6121,0.3653,0.0216,0.0006
150,0.0851,0.0394,0.2376,0.5749,0.0631
151,0.0052,0.0607,0.278,0.3366,0.3195
152,0.0012,0.7315,0.2584,0.0083,0.0006
153,0.0101,0.5221,0.4451,0.0216,0.0011
154,0.0017,0.7818,0.2114,0.005,0.0001
155,0.0046,0.0675,0.2668,0.572,0.0891
156,0.0028,0.2023,0.6582,0.1109,0.0258
157,0.0012,0.7785,0.2119,0.0081,0.0003
158,0.0035,0.0943,0.6884,0.1793,0.0345
159,0.028,0.0224,0.2863,0.4813,0.1819
160,0.0041,0.6786,0.3053,0.0119,0.0001
161,0.0028,0.8232,0.1702,0.0038,0
162,0.0059,0.0094,0.1281,0.2188,0.6378
163,0.0014,0.4222,0.5491,0.0259,0.0015
164,0.0072,0.6998,0.2842,0.0087,0.0001
165,0.0018,0.5137,0.4421,0.0401,0.0023
166,0.0025,0.4018,0.5066,0.0772,0.0119
167,0.0007,0.7082,0.2772,0.0126,0.0012
168,0.0093,0.4966,0.4727,0.0205,0.0008
169,0.0005,0.416,0.5039,0.0693,0.0103
170,0.0007,0.7217,0.259,0.0183,0.0003
171,0.0012,0.4811,0.4451,0.0681,0.0046
172,0.0087,0.259,0.5883,0.1298,0.0142
173,0.0081,0.2848,0.587,0.1058,0.0143
174,0.0061,0.1413,0.5838,0.2128,0.056
175,0.0221,0.4259,0.4792,0.0597,0.013
176,0.0041,0.0457,0.3847,0.4217,0.1438
177,0.0316,0.3111,0.5083,0.1345,0.0145
178,0.0033,0.7723,0.2195,0.0048,0.0001
179,0.0031,0.2229,0.6849,0.0853,0.0038
180,0.0044,0.2382,0.6025,0.1469,0.008
181,0.0027,0.4064,0.5082,0.077,0.0058
182,0.006,0.7061,0.2826,0.0052,0.0001
183,0.0014,0.77,0.2189,0.0091,0.0006
184,0.0146,0.0193,0.4133,0.4377,0.115
185,0.0004,0.5184,0.4503,0.0295,0.0013
186,0.0228,0.5057,0.4243,0.0454,0.0019
187,0.0047,0.1701,0.745,0.0772,0.003
188,0.0072,0.3607,0.5062,0.1172,0.0088
189,0.0011,0.5688,0.4133,0.0163,0.0005
190,0.0046,0.144,0.6426,0.1763,0.0324
191,0.0017,0.7432,0.2493,0.0057,0.0001
192,0.023,0.1479,0.4522,0.2823,0.0946
193,0.0055,0.1477,0.545,0.2602,0.0415
194,0.0335,0.4566,0.4429,0.0649,0.0022
195,0.008,0.0849,0.6051,0.2585,0.0435
196,0.003,0.5861,0.3761,0.0334,0.0013
197,0.0015,0.7533,0.2363,0.0083,0.0006
198,0.0009,0.0084,0.2309,0.4432,0.3166
199,0.0015,0.405,0.525,0.0558,0.0128
200,0.0133,0.0189,0.3874,0.4688,0.1115
201,0.0026,0.0077,0.1109,0.2944,0.5844
202,0.0093,0.5496,0.4044,0.0351,0.0016
203,0.0002,0.7695,0.2234,0.0067,0.0002
204,0.0012,0.5731,0.4121,0.0129,0.0007
205,0.0014,0.3201,0.5842,0.0867,0.0075
206,0.0001,0.5795,0.3918,0.0264,0.0021
207,0.0025,0.5316,0.4385,0.0263,0.0011
208,0.0049,0.3514,0.5107,0.1155,0.0176
209,0.0134,0.4686,0.4061,0.1023,0.0096
210,0.0107,0.3028,0.5675,0.1068,0.0122
211,0.0034,0.2524,0.3947,0.2437,0.1059
212,0.0079,0.0157,0.24,0.5685,0.168
213,0.0062,0.6457,0.2688,0.0657,0.0137
214,0.0098,0.1223,0.5365,0.2697,0.0617
215,0.0117,0.2545,0.6252,0.1028,0.0058
216,0.0013,0.0155,0.2894,0.4031,0.2907
217,0.008,0.7438,0.2416,0.0065,0.0001
218,0.0065,0.7045,0.2775,0.0111,0.0003
219,0.0036,0.6407,0.3406,0.0139,0.0011
220,0.0062,0.014,0.2074,0.4526,0.3198
221,0.0044,0.8272,0.1529,0.015,0.0006
222,0.0098,0.2792,0.3651,0.2055,0.1403
223,0.0005,0.7363,0.2552,0.0077,0.0002
224,0.015,0.0666,0.211,0.2952,0.4122
225,0.0025,0.2967,0.6361,0.0587,0.0061
226,0.0045,0.1761,0.6277,0.1282,0.0635
227,0.0186,0.6681,0.2752,0.0334,0.0047
228,0.0101,0.9194,0.0692,0.0013,0
229,0.0011,0.8727,0.1191,0.007,0.0002
230,0.0128,0.1823,0.5455,0.2208,0.0386
231,0.0167,0.3218,0.5166,0.1358,0.0091
232,0.0315,0.7247,0.2191,0.0236,0.0011
233,0.0098,0.5837,0.3442,0.0522,0.0102
234,0.0052,0.0459,0.3498,0.4482,0.1507
235,0.0074,0.1539,0.5897,0.2115,0.0375
236,0.0061,0.3477,0.5587,0.0842,0.0032
237,0.0003,0.8094,0.1829,0.0073,0.0001
238,0.0018,0.4314,0.5029,0.0626,0.0012
239,0.0026,0.5253,0.4378,0.0312,0.0031
240,0.0068,0.1258,0.7027,0.1556,0.009
241,0.0149,0.526,0.4244,0.0317,0.0029
242,0.0129,0.5407,0.4347,0.0115,0.0001
243,0.0037,0.4586,0.4684,0.0625,0.0069
244,0.0121,0.7698,0.2063,0.0113,0.0005
245,0.0004,0.6139,0.3765,0.009,0.0001
246,0.0017,0.8478,0.1476,0.0028,0
247,0.0016,0.862,0.1336,0.0028,0
248,0.0033,0.5318,0.4035,0.0563,0.0051
249,0.0066,0.3938,0.4978,0.0915,0.0103
250,0.0135,0.5089,0.392,0.0814,0.0042
251,0.0129,0.6254,0.3442,0.0169,0.0005
252,0.0084,0.5796,0.3906,0.0206,0.0007
253,0.0028,0.6524,0.3098,0.0338,0.0013
254,0.005,0.1283,0.4264,0.334,0.1063
255,0.0038,0.4173,0.5011,0.0658,0.0121
256,0.0004,0.8017,0.1888,0.008,0.0011
257,0.0053,0.0489,0.3183,0.4559,0.1716
258,0.0007,0.5946,0.3756,0.0269,0.0023
259,0.005,0.7058,0.2674,0.0197,0.002
260,0.0041,0.0861,0.3441,0.3654,0.2004
261,0.0029,0.5976,0.3743,0.0245,0.0007
262,0.0029,0.3873,0.5643,0.0394,0.0062
263,0.0115,0.0868,0.5611,0.3152,0.0254
264,0.0131,0.0425,0.4338,0.3286,0.182
265,0.0038,0.3825,0.4051,0.1263,0.0823
266,0.0025,0.3163,0.4348,0.2061,0.0403
267,0.0149,0.4728,0.4936,0.0165,0.0021
268,0.0046,0.4367,0.5246,0.0307,0.0034
269,0.0011,0.6949,0.2907,0.0128,0.0005
270,0.0012,0.6188,0.3046,0.055,0.0205
271,0.0012,0.4248,0.5363,0.0357,0.0019
272,0.0005,0.7092,0.2556,0.0305,0.0042
273,0.0024,0.7355,0.2546,0.0075,0.0001
274,0.0038,0.0062,0.0747,0.4321,0.4833
275,0.0005,0.554,0.4145,0.0251,0.0059
276,0.015,0.7793,0.1993,0.0059,0.0005
277,0.0012,0.7213,0.2639,0.0133,0.0003
278,0.0006,0.8264,0.1632,0.0093,0.0005
279,0.0163,0.4627,0.4236,0.0897,0.0077
280,0.0229,0.4959,0.3836,0.0932,0.0044
281,0.0106,0.3957,0.5188,0.0708,0.0041
282,0.0261,0.2714,0.4289,0.1876,0.086
283,0.0007,0.7521,0.2395,0.0076,0.0001
284,0.0147,0.6316,0.3297,0.0226,0.0014
285,0.0133,0.3111,0.5921,0.0734,0.0101
286,0.01,0.7493,0.2351,0.0054,0.0001
287,0.0037,0.5608,0.4245,0.011,0.0001
288,0.001,0.0071,0.0852,0.3033,0.6034
289,0.0048,0.3525,0.5905,0.0459,0.0063
290,0.0072,0.1989,0.4873,0.2718,0.0348
291,0.0102,0.1155,0.394,0.4172,0.0632
292,0.0048,0.0121,0.2286,0.399,0.3555
293,0.0691,0.5022,0.3781,0.0479,0.0027
294,0.0041,0.3124,0.5765,0.0921,0.0148
295,0.6542,0.0034,0.1057,0.1937,0.043
296,0.0036,0.3352,0.5067,0.1313,0.0231
297,0.2531,0.2569,0.4204,0.0685,0.001
298,0.0213,0.4911,0.4117,0.0623,0.0136
299,0.01,0.2401,0.6655,0.0779,0.0065
300,0.0095,0.2802,0.5779,0.1144,0.018
301,0.027,0.2858,0.5003,0.1571,0.0298
302,0.4228,0.0434,0.1422,0.3319,0.0597
303,0.0214,0.2118,0.3864,0.3198,0.0606
304,0.027,0.0592,0.4583,0.3581,0.0974
305,0.0126,0.621,0.3291,0.0351,0.0021
306,0.0006,0.8554,0.1346,0.0083,0.0011
307,0.0008,0.7932,0.2027,0.0033,0
308,0.0047,0.8582,0.1329,0.004,0.0002
309,0.0023,0.5718,0.396,0.029,0.001
310,0.0376,0.2264,0.4919,0.2095,0.0346
311,0.0006,0.6961,0.2977,0.0056,0.0001
312,0.0157,0.525,0.4134,0.0422,0.0036
313,0.0526,0.5737,0.3535,0.0193,0.0008
314,0.0069,0.3086,0.5861,0.0892,0.009
315,0.0117,0.1654,0.7068,0.1063,0.0098
316,0.0239,0.5542,0.4092,0.0123,0.0003
317,0.0059,0.1833,0.6641,0.1304,0.0164
318,0.0023,0.8074,0.1784,0.0107,0.0013
319,0.0023,0.7622,0.1927,0.0355,0.0072
320,0.0291,0.1749,0.7085,0.0834,0.0041
321,0.0117,0.3294,0.5335,0.1136,0.0119
322,0.0104,0.432,0.4726,0.0807,0.0043
323,0.0011,0.6151,0.3615,0.0207,0.0016
324,0.0227,0.3324,0.5773,0.0633,0.0043
325,0.0013,0.5665,0.3864,0.0392,0.0066
326,0.0089,0.67,0.2732,0.0391,0.0088
327,0.0088,0.6881,0.2809,0.0215,0.0006
328,0.0054,0.6434,0.3181,0.0304,0.0028
329,0.0091,0.1856,0.7287,0.0715,0.0052
330,0.012,0.607,0.3565,0.0237,0.0007
331,0.0034,0.7156,0.2282,0.0462,0.0067
332,0.0076,0.5466,0.4006,0.0439,0.0012
333,0.0019,0.5976,0.374,0.0256,0.0008
334,0.0243,0.0333,0.1129,0.4039,0.4256
335,0.0011,0.7207,0.2648,0.0129,0.0005
336,0.0172,0.7335,0.2292,0.0186,0.0015
337,0.0061,0.601,0.3523,0.039,0.0017
338,0.0288,0.3676,0.4392,0.153,0.0114
339,0.0016,0.7625,0.228,0.0075,0.0003
340,0.0138,0.306,0.4864,0.1726,0.0212
341,0.0347,0.3954,0.4928,0.0729,0.0042
342,0.0236,0.7002,0.2711,0.0048,0.0004
343,0.0107,0.5543,0.369,0.0562,0.0098
344,0.003,0.4721,0.4881,0.0356,0.0012
345,0.0065,0.3275,0.5438,0.1071,0.0151
346,0.0223,0.2684,0.5796,0.1185,0.0113
347,0.0058,0.0024,0.0512,0.5052,0.4353
348,0.0009,0.791,0.1938,0.012,0.0023
349,0.0082,0.2787,0.6036,0.1035,0.006
350,0.0011,0.8041,0.1887,0.006,0.0001
351,0.0064,0.2244,0.5344,0.208,0.0268
352,0.0013,0.8063,0.1761,0.0148,0.0015
353,0.0078,0.5927,0.3766,0.0213,0.0016
354,0.0061,0.0035,0.0708,0.5312,0.3884
355,0.0049,0.3335,0.5321,0.1167,0.0128
356,0.0177,0.0648,0.4111,0.3708,0.1356
357,0.0221,0.4828,0.4713,0.0227,0.0012
358,0.0329,0.4709,0.4476,0.046,0.0026
359,0.0048,0.7386,0.2506,0.0059,0.0001
360,0.0051,0.8136,0.1751,0.0062,0.0001
361,0.0245,0.4237,0.522,0.0293,0.0005
362,0.0127,0.7835,0.187,0.0162,0.0007
363,0.0048,0.8278,0.1633,0.004,0.0001
364,0.0139,0.157,0.4666,0.3353,0.0271
365,0.0064,0.7093,0.2732,0.0107,0.0004
366,0.028,0.7169,0.227,0.0253,0.0028
367,0.0029,0.0085,0.0975,0.3304,0.5607
368,0.004,0.5053,0.4659,0.0242,0.0005
369,0.0153,0.4802,0.481,0.0232,0.0002
370,0.0019,0.4165,0.501,0.0709,0.0097
371,0.0046,0.4921,0.3731,0.1189,0.0112
372,0.0066,0.3586,0.5769,0.0544,0.0036
373,0.043,0.4822,0.4281,0.0438,0.0029
374,0.0207,0.3906,0.4984,0.0847,0.0056
375,0.0586,0.1583,0.3734,0.2946,0.1151
376,0.008,0.4372,0.43,0.1127,0.0122
377,0.026,0.5626,0.3739,0.0353,0.0022
378,0.0042,0.2008,0.532,0.244,0.019
379,0.0037,0.3416,0.545,0.1034,0.0064
380,0.0069,0.0622,0.4243,0.3775,0.129
381,0.0118,0.3155,0.6123,0.0576,0.0028
382,0.1121,0.1743,0.5903,0.118,0.0053
383,0.0003,0.4233,0.5448,0.0309,0.0007
384,0.0566,0.2939,0.4802,0.1516,0.0177
385,0.0002,0.5944,0.3919,0.0133,0.0002
386,0.0084,0.0395,0.3472,0.4293,0.1756
387,0.0069,0.0465,0.3643,0.4925,0.0898
388,0.0074,0.0322,0.4778,0.4192,0.0634
389,0.0098,0.1823,0.4452,0.3304,0.0324
390,0.0027,0.2942,0.5867,0.096,0.0205
391,0.0049,0.2662,0.3176,0.2833,0.128
392,0.0219,0.1463,0.5785,0.2276,0.0257
393,0.0026,0.3646,0.4533,0.1334,0.0462
394,0.001,0.8604,0.1316,0.0066,0.0004
395,0.0007,0.1055,0.238,0.2794,0.3764
396,0.0011,0.6578,0.3157,0.0236,0.0019
397,0.0007,0.6678,0.3007,0.0273,0.0035
398,0.001,0.9035,0.0909,0.0043,0.0003
399,0.0017,0.2032,0.3658,0.2835,0.1458
400,0.0013,0.5003,0.4332,0.0589,0.0064
401,0.0006,0.6987,0.2445,0.0526,0.0037
402,0.0007,0.7084,0.2658,0.0222,0.0029
403,0.0095,0.5176,0.4344,0.0358,0.0027
404,0.0019,0.7118,0.2387,0.0387,0.0089
405,0.0004,0.7466,0.2241,0.0253,0.0037
406,0.0077,0.5871,0.3673,0.0345,0.0035
407,0.0022,0.5994,0.3375,0.0505,0.0104
408,0.0011,0.0717,0.2734,0.4442,0.2096
409,0.0221,0.3307,0.5802,0.0643,0.0028
410,0.0006,0.845,0.1498,0.004,0.0006
411,0.0004,0.8679,0.118,0.0121,0.0017
412,0.0282,0.0231,0.1346,0.3061,0.508
413,0.001,0.7742,0.2164,0.0078,0.0006
414,0.002,0.4693,0.3872,0.1121,0.0293
415,0.0175,0.3058,0.3219,0.2433,0.1114
416,0.0021,0.4156,0.5304,0.0502,0.0018
417,0.0053,0.57,0.2512,0.1475,0.026
418,0.0002,0.8953,0.099,0.0051,0.0004
419,0.0172,0.0603,0.2639,0.5268,0.1317
420,0.0005,0.3541,0.4837,0.1354,0.0262
421,0.0017,0.6448,0.2791,0.057,0.0174
422,0.0036,0.5071,0.3716,0.0988,0.0189
423,0.0039,0.732,0.2383,0.0243,0.0014
424,0.0084,0.3428,0.5186,0.1093,0.0208
425,0.0395,0.499,0.4134,0.0476,0.0005
426,0.0007,0.4796,0.4192,0.0939,0.0066
427,0.009,0.494,0.4592,0.0325,0.0053
428,0.0073,0.7198,0.2559,0.0156,0.0014
429,0.0125,0.1214,0.399,0.3386,0.1286
430,0.0012,0.8297,0.1562,0.0109,0.0021
431,0.0003,0.7358,0.2458,0.0157,0.0025
432,0.0174,0.0493,0.4093,0.4312,0.0928
433,0.0259,0.0561,0.1572,0.1496,0.6112
434,0.0007,0.7655,0.2282,0.0055,0.0001
435,0.0037,0.2392,0.6734,0.079,0.0047
436,0.0293,0.3811,0.5053,0.0752,0.009
437,0.0083,0.007,0.1277,0.5556,0.3013
438,0.0088,0.59,0.3887,0.0121,0.0004
439,0.0014,0.4367,0.4155,0.095,0.0514
440,0.0444,0.5765,0.292,0.0798,0.0074
441,0.0058,0.3415,0.5644,0.0837,0.0046
442,0.0039,0.0541,0.4375,0.4267,0.0777
443,0.0059,0.7313,0.2471,0.0149,0.0009
444,0.0199,0.4331,0.4448,0.0951,0.0071
445,0.0004,0.8159,0.1799,0.0038,0.0001
446,0.0007,0.5427,0.4205,0.0314,0.0047
447,0.0555,0.0053,0.1938,0.6699,0.0754
448,0.0049,0.0136,0.3202,0.5083,0.153
449,0.0059,0.7228,0.236,0.0309,0.0044
450,0.0007,0.6539,0.3016,0.0336,0.0102
451,0.0004,0.8382,0.1477,0.0124,0.0012
452,0.0049,0.3665,0.4815,0.1201,0.0269
453,0.0048,0.5118,0.4411,0.0376,0.0047
454,0.0058,0.4056,0.4404,0.1198,0.0284
455,0.002,0.6002,0.3036,0.0717,0.0225
456,0.0006,0.6482,0.3257,0.0234,0.002
457,0.0437,0.7454,0.1954,0.0138,0.0018
458,0.0258,0.3868,0.4853,0.0927,0.0093
459,0.0005,0.7072,0.2818,0.0099,0.0006
460,0.0003,0.7643,0.2131,0.0194,0.0029
461,0.0039,0.3449,0.5341,0.0996,0.0175
462,0.0009,0.7843,0.2084,0.0063,0.0001
463,0.0112,0.6866,0.2821,0.0189,0.0012
464,0.0004,0.7565,0.2207,0.0203,0.002
465,0.0005,0.6698,0.2613,0.0482,0.0202
466,0.0025,0.6718,0.3042,0.0203,0.0012
467,0.0018,0.5808,0.3867,0.0286,0.002
468,0.0038,0.2768,0.6314,0.0827,0.0053
469,0.0015,0.9185,0.0776,0.0022,0.0001
470,0.0132,0.5514,0.3699,0.0617,0.0039
471,0.0027,0.0093,0.1041,0.3488,0.5351
472,0.0042,0.6107,0.3256,0.0577,0.0018
473,0.0042,0.7194,0.2218,0.0468,0.0078
474,0.0026,0.3674,0.5693,0.0582,0.0026
475,0.0046,0.5966,0.3528,0.0432,0.0028
476,0.0164,0.715,0.2626,0.0058,0.0002
477,0.0031,0.3745,0.5346,0.0756,0.0121
478,0.0202,0.6681,0.2886,0.0221,0.001
479,0.0185,0.3269,0.4188,0.2196,0.0161
480,0.009,0.0936,0.4914,0.3705,0.0354
481,0.0086,0.3069,0.4892,0.1705,0.0247
482,0.0202,0.4081,0.4971,0.068,0.0066
483,0.0005,0.5902,0.3992,0.01,0.0001
484,0.0022,0.001,0.0366,0.2885,0.6717
485,0.0063,0.5931,0.3813,0.0184,0.0008
486,0.0029,0.4961,0.4497,0.0457,0.0056
487,0.0143,0.6224,0.337,0.0251,0.0012
488,0.0388,0.3153,0.5795,0.0595,0.007
489,0.0084,0.5365,0.3951,0.0567,0.0033
490,0.0235,0.5558,0.3947,0.0256,0.0004
491,0.0023,0.5956,0.3813,0.0203,0.0006
492,0.0017,0.3904,0.5214,0.0743,0.0122
493,0.0128,0.2212,0.6305,0.1244,0.0111
494,0.0483,0.1635,0.3016,0.327,0.1596
495,0.0078,0.0912,0.6239,0.2366,0.0405
496,0.0091,0.4214,0.4428,0.121,0.0057
497,0.0071,0.6928,0.254,0.0424,0.0037
498,0.0019,0.7951,0.1723,0.0274,0.0033
499,0.0072,0.4835,0.453,0.0541,0.0023
500,0.0091,0.1507,0.6599,0.1616,0.0187
501,0.0034,0.6445,0.3377,0.0141,0.0005
502,0.027,0.0564,0.5979,0.2533,0.0653
503,0.1697,0.2678,0.5291,0.033,0.0004
504,0.0182,0.5781,0.3778,0.0247,0.0012
505,0.0133,0.4739,0.4528,0.0489,0.0111
506,0.0031,0.6713,0.2992,0.0248,0.0016
507,0.0173,0.6946,0.2722,0.0147,0.0011
508,0.0009,0.8165,0.1754,0.007,0.0002
509,0.0039,0.7021,0.2794,0.0139,0.0008
510,0.0026,0.6237,0.3576,0.0158,0.0003
511,0.0095,0.5743,0.3779,0.0369,0.0013
512,0.0147,0.1656,0.6459,0.1454,0.0284
513,0.0276,0.4439,0.4761,0.0489,0.0035
514,0.004,0.529,0.3982,0.0589,0.0099
515,0.0124,0.0596,0.2137,0.3592,0.3551
516,0.0036,0.493,0.4395,0.0621,0.0017
517,0.002,0.2111,0.7007,0.0834,0.0028
518,0.0051,0.7237,0.2562,0.0137,0.0013
519,0.0087,0.69,0.2892,0.0114,0.0006
520,0.0091,0.3175,0.5806,0.0857,0.0072
521,0.0184,0.3727,0.5368,0.0665,0.0057
522,0.0076,0.6449,0.3344,0.0127,0.0004
523,0.0044,0.4303,0.5347,0.0289,0.0017
524,0.0129,0.5821,0.3453,0.0537,0.006
525,0.1155,0.065,0.5514,0.2575,0.0107
